,totalSales,featuresVector
3351,1737.738,"[16.25,0.0,0.087668236,4.0,94.941,11.0,1.0,2.0,0.0]"
3352,1737.738,"[17.6,1.0,0.039031927,1.0,95.641,33.0,0.0,3.0,2.0]"
3353,1743.0644,"[9.695,0.0,0.114170506,7.0,158.9604,16.0,1.0,2.0,0.0]"
3354,1743.0644,"[12.15,1.0,0.042485444,5.0,125.0046,9.0,0.0,3.0,3.0]"
3355,1743.0644,"[12.15,1.0,0.042552418,5.0,123.5046,11.0,1.0,2.0,0.0]"
3356,1743.0644,"[14.0,0.0,0.02371512,6.0,103.8332,31.0,3.0,3.0,0.0]"
3357,1743.0644,"[14.3,0.0,0.026299797,3.0,79.4302,31.0,3.0,3.0,0.0]"
3358,1743.0644,"[16.5,1.0,0.079837509,0.0,102.1332,19.0,0.0,1.0,0.0]"
3359,1743.0644,"[19.75,0.0,0.014232071,2.0,100.9332,33.0,0.0,3.0,2.0]"
3360,1744.396,"[6.28,0.0,0.027682047,8.0,85.5198,31.0,3.0,3.0,0.0]"
3361,1744.396,"[6.635,0.0,0.027069402,2.0,174.9396,21.0,2.0,1.0,0.0]"
3362,1744.396,"[19.7,0.0,0.064921764,5.0,88.1198,21.0,2.0,1.0,0.0]"
3363,1747.0592,"[15.2,0.0,0.021207519,5.0,219.4824,21.0,2.0,1.0,0.0]"
3364,1747.725,"[7.26,0.0,0.014505108,9.0,118.415,11.0,1.0,2.0,0.0]"
3365,1747.725,"[7.975,0.0,0.01469075,6.0,84.725,9.0,0.0,3.0,3.0]"
3366,1749.7224,"[5.655,0.0,0.176070535,8.0,144.0102,11.0,1.0,2.0,0.0]"
3367,1749.7224,"[16.7,1.0,0.038528228,1.0,143.9102,21.0,2.0,1.0,0.0]"
3368,1749.7224,"[18.85,0.0,0.168266556,2.0,195.5136,9.0,0.0,3.0,3.0]"
3369,1749.7224,"[21.25,0.0,0.024693927,2.0,144.1102,19.0,0.0,1.0,0.0]"
3370,1750.3882,"[14.5,1.0,0.09735225,1.0,160.7262,19.0,0.0,1.0,0.0]"
3371,1751.054,"[15.6,0.0,0.025342692,1.0,174.3054,11.0,1.0,2.0,0.0]"
3372,1752.3856,"[19.85,0.0,0.064409056,7.0,126.7704,14.0,2.0,2.0,0.0]"
3373,1754.383,"[19.7,0.0,0.052964982,0.0,57.793,33.0,0.0,3.0,2.0]"
3374,1755.7146,"[17.85,0.0,0.087824967,10.0,196.0794,9.0,0.0,3.0,3.0]"
3375,1757.712,"[6.425,0.0,0.01043823,5.0,115.8808,21.0,2.0,1.0,0.0]"
3376,1757.712,"[6.76,1.0,0.028958563,0.0,78.396,31.0,3.0,3.0,0.0]"
3377,1757.712,"[7.06,1.0,0.0,13.0,59.8904,33.0,0.0,3.0,2.0]"
3378,1757.712,"[10.3,1.0,0.050353695,5.0,78.696,11.0,1.0,2.0,0.0]"
3379,1757.712,"[13.15,1.0,0.038029746,1.0,88.6856,16.0,1.0,2.0,0.0]"
3380,1757.712,"[14.35,0.0,0.080594133,6.0,80.996,21.0,2.0,1.0,0.0]"
3381,1757.712,"[19.5,1.0,0.0273467,5.0,158.992,21.0,2.0,1.0,0.0]"
3382,1761.041,"[10.1,0.0,0.027059264,9.0,76.467,14.0,2.0,2.0,0.0]"
3383,1761.7068,"[5.51,0.0,0.034668802,7.0,98.5726,11.0,1.0,2.0,0.0]"
3384,1761.7068,"[7.235,0.0,0.099879337,1.0,195.1452,31.0,3.0,3.0,0.0]"
3385,1761.7068,"[9.1,0.0,0.173973652,6.0,126.5362,31.0,3.0,3.0,0.0]"
3386,1761.7068,"[11.85,0.0,0.132939639,4.0,98.0726,16.0,1.0,2.0,0.0]"
3387,1761.7068,"[15.0,0.0,0.071516201,7.0,127.7362,16.0,1.0,2.0,0.0]"
3388,1761.7068,"[16.1,1.0,0.04807227,3.0,126.5362,11.0,1.0,2.0,0.0]"
3389,1764.37,"[5.735,0.0,0.05696122,0.0,176.337,21.0,2.0,1.0,0.0]"
3390,1765.0358,"[6.055,0.0,0.031230059,0.0,160.3578,9.0,0.0,3.0,3.0]"
3391,1765.0358,"[10.5,1.0,0.142419608,10.0,161.1578,31.0,3.0,3.0,0.0]"
3392,1765.7016,"[5.98,0.0,0.043809261,0.0,146.8418,11.0,1.0,2.0,0.0]"
3393,1765.7016,"[17.2,1.0,0.025162022,5.0,145.9418,14.0,2.0,2.0,0.0]"
3394,1765.7016,"[18.5,1.0,0.062205112,3.0,148.3418,31.0,3.0,3.0,0.0]"
3395,1765.7016,"[19.1,1.0,0.025912378,0.0,146.8418,19.0,0.0,1.0,0.0]"
3396,1767.699,"[19.7,1.0,0.0,6.0,197.911,16.0,1.0,2.0,0.0]"
3397,1768.3648,"[8.775,0.0,0.021498768,0.0,111.5228,33.0,0.0,3.0,2.0]"
3398,1768.3648,"[14.35,0.0,0.017065268,7.0,109.5228,19.0,0.0,1.0,0.0]"
3399,1768.3648,"[20.1,0.0,0.074627201,4.0,110.3228,21.0,2.0,1.0,0.0]"
3400,1771.028,"[12.5,0.0,0.071534226,13.0,124.902,9.0,0.0,3.0,3.0]"
3401,1771.028,"[15.35,0.0,0.073283193,8.0,91.812,21.0,2.0,1.0,0.0]"
3402,1771.028,"[19.85,0.0,0.045855273,0.0,127.102,9.0,0.0,3.0,3.0]"
3403,1772.3596,"[8.895,1.0,0.137618927,3.0,161.5236,14.0,2.0,2.0,0.0]"
3404,1772.3596,"[17.35,0.0,0.020555958,12.0,79.4618,14.0,2.0,2.0,0.0]"
3405,1773.6912,"[7.3,0.0,0.085715273,3.0,146.6076,33.0,0.0,3.0,2.0]"
3406,1773.6912,"[16.7,1.0,0.06082402,6.0,98.7384,31.0,3.0,3.0,0.0]"
3407,1775.6886,"[14.85,0.0,0.102065622,2.0,254.2698,20.0,1.0,3.0,1.0]"
3408,1777.686,"[11.6,0.0,0.017780986,5.0,177.3686,16.0,1.0,2.0,0.0]"
3409,1777.686,"[12.3,1.0,0.058105769,1.0,60.4562,14.0,2.0,2.0,0.0]"
3410,1777.686,"[13.3,0.0,0.02136022,6.0,120.4124,9.0,0.0,3.0,3.0]"
3411,1779.0176,"[19.85,0.0,0.175962247,0.0,223.0772,14.0,2.0,2.0,0.0]"
3412,1780.3492,"[20.0,1.0,0.0,3.0,127.3678,21.0,2.0,1.0,0.0]"
3413,1780.3492,"[20.0,1.0,0.051596927,3.0,128.0678,16.0,1.0,2.0,0.0]"
3414,1783.6782,"[8.71,0.0,0.121149472,5.0,93.7778,31.0,3.0,3.0,0.0]"
3415,1784.344,"[6.38,0.0,0.031898175,4.0,177.4344,21.0,2.0,1.0,0.0]"
3416,1787.0072,"[5.78,0.0,0.096386227,10.0,163.5552,21.0,2.0,1.0,0.0]"
3417,1787.0072,"[17.6,0.0,0.010031539,1.0,161.5552,31.0,3.0,3.0,0.0]"
3418,1787.0072,"[17.6,0.0,0.010055503,1.0,163.7552,19.0,0.0,1.0,0.0]"
3419,1787.0072,"[20.35,1.0,0.0,9.0,81.6276,21.0,2.0,1.0,0.0]"
3420,1787.673,"[13.1,0.0,0.020870744,4.0,117.3782,21.0,2.0,1.0,0.0]"
3421,1788.3388,"[9.3,0.0,0.174703862,1.0,104.0964,16.0,1.0,2.0,0.0]"
3422,1788.3388,"[19.6,0.0,0.02394662,2.0,106.9964,14.0,2.0,2.0,0.0]"
3423,1789.6704,"[4.555,1.0,0.034350673,3.0,112.7544,14.0,2.0,2.0,0.0]"
3424,1789.6704,"[5.175,0.0,0.037391881,5.0,83.2224,14.0,2.0,2.0,0.0]"
3425,1789.6704,"[8.21,0.0,0.010762387,11.0,149.5392,14.0,2.0,2.0,0.0]"
3426,1789.6704,"[15.6,0.0,0.08126841,6.0,110.2544,16.0,1.0,2.0,0.0]"
3427,1789.6704,"[18.1,0.0,0.048940428,2.0,127.5336,21.0,2.0,1.0,0.0]"
3428,1789.6704,"[19.35,0.0,0.118342285,1.0,222.6088,16.0,1.0,2.0,0.0]"
3429,1789.6704,"[20.6,0.0,0.045380404,7.0,148.4392,31.0,3.0,3.0,0.0]"
3430,1791.6678,"[16.0,1.0,0.065328932,4.0,78.4986,9.0,0.0,3.0,3.0]"
3431,1794.331,"[7.945,0.0,0.015900971,1.0,163.821,19.0,0.0,1.0,0.0]"
3432,1794.331,"[7.945,0.0,0.01596609,1.0,163.521,11.0,1.0,2.0,0.0]"
3433,1794.331,"[10.5,1.0,0.116576702,6.0,163.121,31.0,3.0,3.0,0.0]"
3434,1794.331,"[10.5,1.0,0.117149075,6.0,164.121,9.0,0.0,3.0,3.0]"
3435,1794.331,"[13.85,1.0,0.026001976,3.0,161.521,9.0,0.0,3.0,3.0]"
3436,1794.331,"[13.85,1.0,0.026042966,3.0,161.221,11.0,1.0,2.0,0.0]"
3437,1794.331,"[17.7,1.0,0.042716709,3.0,163.221,11.0,1.0,2.0,0.0]"
3438,1794.331,"[18.85,0.0,0.042614361,5.0,255.333,31.0,3.0,3.0,0.0]"
3439,1796.3284,"[18.6,0.0,0.080956792,7.0,95.2436,11.0,1.0,2.0,0.0]"
3440,1797.66,"[5.635,0.0,0.103481775,6.0,150.005,16.0,1.0,2.0,0.0]"
3441,1797.66,"[9.27,0.0,0.062038986,4.0,148.005,9.0,0.0,3.0,3.0]"
3442,1797.66,"[10.0,0.0,0.073493831,7.0,118.344,19.0,0.0,1.0,0.0]"
3443,1797.66,"[13.35,1.0,0.149338159,1.0,178.666,14.0,2.0,2.0,0.0]"
3444,1797.66,"[17.35,1.0,0.145591438,15.0,148.705,33.0,0.0,3.0,2.0]"
3445,1797.66,"[18.85,1.0,0.068059156,4.0,120.344,19.0,0.0,1.0,0.0]"
3446,1797.66,"[20.5,0.0,0.020587886,0.0,89.583,31.0,3.0,3.0,0.0]"
3447,1798.9916,"[4.635,0.0,0.141686037,10.0,126.9994,11.0,1.0,2.0,0.0]"
3448,1798.9916,"[21.1,1.0,0.020760673,14.0,128.7994,16.0,1.0,2.0,0.0]"
3449,1800.3232,"[11.6,1.0,0.009763021,1.0,226.2404,21.0,2.0,1.0,0.0]"
3450,1800.3232,"[12.15,0.0,0.14492016,7.0,224.4404,31.0,3.0,3.0,0.0]"
3451,1800.3232,"[12.65,0.0,0.047333044,12.0,113.8202,16.0,1.0,2.0,0.0]"
3452,1800.3232,"[12.8,1.0,0.023530953,9.0,223.5404,21.0,2.0,1.0,0.0]"
3453,1803.6522,"[5.73,0.0,0.045334098,8.0,87.0882,31.0,3.0,3.0,0.0]"
3454,1805.6496,"[13.3,0.0,0.063695084,3.0,151.0708,16.0,1.0,2.0,0.0]"
3455,1805.6496,"[18.25,0.0,0.079342006,3.0,226.0062,19.0,0.0,1.0,0.0]"
3456,1807.647,"[4.785,0.0,0.092781435,10.0,119.7098,16.0,1.0,2.0,0.0]"
3457,1807.647,"[6.195,0.0,0.072278769,1.0,120.6098,9.0,0.0,3.0,3.0]"
3458,1807.647,"[19.35,1.0,0.021578923,0.0,120.5098,11.0,1.0,2.0,0.0]"
3459,1808.3128,"[9.6,1.0,0.02734361,1.0,257.8304,21.0,2.0,1.0,0.0]"
3460,1808.9786,"[11.1,1.0,0.053765212,0.0,163.1526,14.0,2.0,2.0,0.0]"
3461,1808.9786,"[11.85,1.0,0.050368454,0.0,163.8526,11.0,1.0,2.0,0.0]"
3462,1808.9786,"[14.0,1.0,0.037491314,3.0,164.2526,31.0,3.0,3.0,0.0]"
3463,1808.9786,"[17.25,0.0,0.037396492,8.0,165.6526,11.0,1.0,2.0,0.0]"
3464,1808.9786,"[21.35,0.0,0.077367431,0.0,97.0094,33.0,0.0,3.0,2.0]"
3465,1810.976,"[13.5,0.0,0.021617996,0.0,179.6976,11.0,1.0,2.0,0.0]"
3466,1810.976,"[16.35,0.0,0.013420879,12.0,104.828,9.0,0.0,3.0,3.0]"
3467,1813.6392,"[6.135,1.0,0.078943221,6.0,152.7366,33.0,0.0,3.0,2.0]"
3468,1813.6392,"[11.1,0.0,0.059846975,0.0,150.1366,21.0,2.0,1.0,0.0]"
3469,1813.6392,"[18.6,0.0,0.015769693,1.0,152.1366,21.0,2.0,1.0,0.0]"
3470,1816.3024,"[17.2,1.0,0.012036432,5.0,165.7184,16.0,1.0,2.0,0.0]"
3471,1816.3024,"[20.5,1.0,0.019199733,3.0,84.3592,21.0,2.0,1.0,0.0]"
3472,1817.634,"[15.1,1.0,0.020015391,3.0,128.831,9.0,0.0,3.0,3.0]"
3473,1817.634,"[15.7,0.0,0.037383778,8.0,179.7634,9.0,0.0,3.0,3.0]"
3474,1821.6288,"[9.13,0.0,0.051952573,2.0,152.3024,16.0,1.0,2.0,0.0]"
3475,1821.6288,"[9.13,0.0,0.052058629,2.0,150.6024,9.0,0.0,3.0,3.0]"
3476,1821.6288,"[10.1,0.0,0.031946638,5.0,51.6008,33.0,0.0,3.0,2.0]"
3477,1821.6288,"[11.65,0.0,0.0,6.0,149.8024,9.0,0.0,3.0,3.0]"
3478,1821.6288,"[15.6,1.0,0.035561344,1.0,112.1518,19.0,0.0,1.0,0.0]"
3479,1821.6288,"[17.35,0.0,0.0,6.0,101.9016,31.0,3.0,3.0,0.0]"
3480,1821.6288,"[20.2,1.0,0.121254236,1.0,94.5752,21.0,2.0,1.0,0.0]"
3481,1822.2946,"[18.35,0.0,0.015328106,11.0,107.5938,19.0,0.0,1.0,0.0]"
3482,1823.6262,"[16.35,0.0,0.03272295,9.0,165.7842,11.0,1.0,2.0,0.0]"
3483,1826.2894,"[5.095,1.0,0.129395895,1.0,140.3838,31.0,3.0,3.0,0.0]"
3484,1826.9552,"[7.905,0.0,0.06406438,11.0,229.2694,21.0,2.0,1.0,0.0]"
3485,1829.6184,"[8.52,0.0,0.027169589,8.0,151.0682,9.0,0.0,3.0,3.0]"
3486,1829.6184,"[8.88,0.0,0.086764795,11.0,153.8682,14.0,2.0,2.0,0.0]"
3487,1829.6184,"[8.88,0.0,0.086781204,11.0,152.2682,21.0,2.0,1.0,0.0]"
3488,1829.6184,"[17.85,0.0,0.046707264,9.0,152.6682,19.0,0.0,1.0,0.0]"
3489,1829.6184,"[17.85,0.0,0.046824729,9.0,153.6682,9.0,0.0,3.0,3.0]"
3490,1829.6184,"[20.75,1.0,0.063313974,14.0,153.7682,14.0,2.0,2.0,0.0]"
3491,1830.95,"[5.655,0.0,0.085258864,0.0,165.85,14.0,2.0,2.0,0.0]"
3492,1830.95,"[5.655,0.0,0.085447928,0.0,165.85,16.0,1.0,2.0,0.0]"
3493,1830.95,"[6.63,1.0,0.104445322,6.0,167.25,9.0,0.0,3.0,3.0]"
3494,1830.95,"[13.15,0.0,0.04376368,1.0,183.095,21.0,2.0,1.0,0.0]"
3495,1832.2816,"[8.39,1.0,0.024088444,3.0,112.7176,33.0,0.0,3.0,2.0]"
3496,1833.6132,"[7.97,0.0,0.021623214,15.0,107.6596,9.0,0.0,3.0,3.0]"
3497,1833.6132,"[16.75,1.0,0.0,5.0,100.3674,33.0,0.0,3.0,2.0]"
3498,1834.279,"[12.8,0.0,0.076214289,0.0,96.541,16.0,1.0,2.0,0.0]"
3499,1837.608,"[7.5,0.0,0.05074138,5.0,123.2072,14.0,2.0,2.0,0.0]"
3500,1837.608,"[7.55,0.0,0.0273235,5.0,151.934,11.0,1.0,2.0,0.0]"
3501,1837.608,"[14.85,1.0,0.054142088,6.0,124.1072,11.0,1.0,2.0,0.0]"
3502,1837.608,"[15.6,0.0,0.116913245,3.0,78.167,21.0,2.0,1.0,0.0]"
3503,1837.608,"[19.1,0.0,0.091917786,12.0,182.7608,21.0,2.0,1.0,0.0]"
3504,1838.2738,"[7.81,1.0,0.03412912,1.0,165.1158,9.0,0.0,3.0,3.0]"
3505,1838.2738,"[9.6,0.0,0.09627919,8.0,167.3158,14.0,2.0,2.0,0.0]"
3506,1840.937,"[8.945,1.0,0.087629354,4.0,263.491,14.0,2.0,2.0,0.0]"
3507,1840.937,"[8.945,1.0,0.088002959,4.0,261.391,9.0,0.0,3.0,3.0]"
3508,1842.9344,"[11.8,1.0,0.170977155,5.0,117.0834,9.0,0.0,3.0,3.0]"
3509,1842.9344,"[12.3,0.0,0.0,1.0,116.4834,9.0,0.0,3.0,3.0]"
3510,1842.9344,"[13.65,0.0,0.016001434,10.0,230.6668,11.0,1.0,2.0,0.0]"
3511,1842.9344,"[14.1,0.0,0.0,4.0,231.9668,19.0,0.0,1.0,0.0]"
3512,1843.6002,"[6.095,0.0,0.08152738,12.0,140.3154,9.0,0.0,3.0,3.0]"
3513,1843.6002,"[8.18,0.0,0.013183517,2.0,143.1154,9.0,0.0,3.0,3.0]"
3514,1843.6002,"[9.6,0.0,0.036490369,0.0,140.8154,11.0,1.0,2.0,0.0]"
3515,1844.266,"[15.0,1.0,0.161404914,5.0,185.8266,14.0,2.0,2.0,0.0]"
3516,1844.266,"[18.35,1.0,0.092413792,3.0,183.6266,16.0,1.0,2.0,0.0]"
3517,1844.266,"[20.7,0.0,0.170072462,5.0,183.8266,19.0,0.0,1.0,0.0]"
3518,1844.9318,"[7.905,0.0,0.054986919,3.0,108.6254,21.0,2.0,1.0,0.0]"
3519,1844.9318,"[14.6,1.0,0.043201813,0.0,110.1254,11.0,1.0,2.0,0.0]"
3520,1845.5976,"[6.55,0.0,0.024505418,10.0,102.9332,31.0,3.0,3.0,0.0]"
3521,1845.5976,"[7.21,1.0,0.145220646,1.0,103.1332,9.0,0.0,3.0,3.0]"
3522,1845.5976,"[7.895,1.0,0.094567181,14.0,104.5332,21.0,2.0,1.0,0.0]"
3523,1845.5976,"[9.8,1.0,0.056500895,10.0,85.8908,16.0,1.0,2.0,0.0]"
3524,1845.5976,"[13.15,1.0,0.037768989,1.0,88.5856,33.0,0.0,3.0,2.0]"
3525,1845.5976,"[14.0,0.0,0.023734872,6.0,103.2332,21.0,2.0,1.0,0.0]"
3526,1845.5976,"[15.3,0.0,0.02295878,2.0,101.6332,31.0,3.0,3.0,0.0]"
3527,1845.5976,"[15.5,1.0,0.075868843,6.0,261.7568,19.0,0.0,1.0,0.0]"
3528,1845.5976,"[16.75,0.0,0.0,10.0,87.6856,33.0,0.0,3.0,2.0]"
3529,1845.5976,"[18.5,0.0,0.033997473,12.0,129.9284,19.0,0.0,1.0,0.0]"
3530,1845.5976,"[19.6,1.0,0.128011859,1.0,166.8816,14.0,2.0,2.0,0.0]"
3531,1845.5976,"[19.85,1.0,0.081916124,10.0,167.6816,11.0,1.0,2.0,0.0]"
3532,1846.9292,"[13.5,1.0,0.128709014,13.0,96.1068,31.0,3.0,3.0,0.0]"
3533,1846.9292,"[13.5,1.0,0.129016487,13.0,98.4068,19.0,0.0,1.0,0.0]"
3534,1847.595,"[8.26,1.0,0.032625074,8.0,124.673,11.0,1.0,2.0,0.0]"
3535,1850.924,"[11.8,0.0,0.113307794,8.0,187.0924,14.0,2.0,2.0,0.0]"
3536,1850.924,"[11.8,0.0,0.113559058,8.0,184.2924,16.0,1.0,2.0,0.0]"
3537,1853.5872,"[7.655,0.0,0.031994534,5.0,114.3492,19.0,0.0,1.0,0.0]"
3538,1853.5872,"[8.785,0.0,0.020693619,8.0,153.1656,11.0,1.0,2.0,0.0]"
3539,1853.5872,"[9.195,0.0,0.114863923,3.0,59.0246,14.0,2.0,2.0,0.0]"
3540,1853.5872,"[10.1,0.0,0.030379382,7.0,153.4656,11.0,1.0,2.0,0.0]"
3541,1854.9188,"[15.1,1.0,0.096491904,9.0,134.4942,9.0,0.0,3.0,3.0]"
3542,1856.2504,"[15.2,0.0,0.033592687,2.0,108.1912,14.0,2.0,2.0,0.0]"
3543,1856.2504,"[15.2,0.0,0.033735909,2.0,110.9912,9.0,0.0,3.0,3.0]"
3544,1857.582,"[9.3,0.0,0.042357203,11.0,123.2388,19.0,0.0,1.0,0.0]"
3545,1857.582,"[13.35,0.0,0.032024659,9.0,62.7194,33.0,0.0,3.0,2.0]"
3546,1857.582,"[17.5,0.0,0.052434201,1.0,103.999,14.0,2.0,2.0,0.0]"
3547,1859.5794,"[18.0,1.0,0.142910689,0.0,89.6514,19.0,0.0,1.0,0.0]"
3548,1859.5794,"[19.7,0.0,0.026826919,2.0,98.7726,31.0,3.0,3.0,0.0]"
3549,1860.2452,"[17.1,0.0,0.0,10.0,85.5566,19.0,0.0,1.0,0.0]"
3550,1860.2452,"[17.1,0.0,0.054197299,10.0,83.5566,14.0,2.0,2.0,0.0]"
3551,1860.2452,"[18.85,0.0,0.141615436,5.0,169.0132,14.0,2.0,2.0,0.0]"
3552,1861.5768,"[17.6,0.0,0.058042926,9.0,154.6314,31.0,3.0,3.0,0.0]"
3553,1861.5768,"[19.2,1.0,0.085296625,5.0,153.4314,9.0,0.0,3.0,3.0]"
3554,1864.24,"[5.46,1.0,0.032227432,5.0,186.824,19.0,0.0,1.0,0.0]"
3555,1864.24,"[7.26,0.0,0.014482278,9.0,118.115,9.0,0.0,3.0,3.0]"
3556,1864.24,"[7.64,1.0,0.071104408,1.0,95.012,11.0,1.0,2.0,0.0]"
3557,1864.24,"[11.65,0.0,0.040597054,0.0,187.324,16.0,1.0,2.0,0.0]"
3558,1864.24,"[12.15,0.0,0.029380407,2.0,114.715,33.0,0.0,3.0,2.0]"
3559,1864.24,"[13.3,0.0,0.080257683,4.0,232.63,11.0,1.0,2.0,0.0]"
3560,1867.569,"[12.15,1.0,0.042378864,5.0,125.4046,19.0,0.0,1.0,0.0]"
3561,1867.569,"[14.8,1.0,0.043885147,10.0,108.757,14.0,2.0,2.0,0.0]"
3562,1867.569,"[15.7,1.0,0.027594064,5.0,171.179,31.0,3.0,3.0,0.0]"
3563,1867.569,"[16.25,0.0,0.057485328,0.0,126.2046,19.0,0.0,1.0,0.0]"
3564,1867.569,"[18.25,1.0,0.184041545,4.0,110.157,9.0,0.0,3.0,3.0]"
3565,1868.2348,"[17.7,1.0,0.041163522,0.0,80.8276,11.0,1.0,2.0,0.0]"
3566,1868.2348,"[20.35,1.0,0.150341867,9.0,83.1276,33.0,0.0,3.0,2.0]"
3567,1868.2348,"[20.35,1.0,0.150947728,9.0,81.0276,31.0,3.0,3.0,0.0]"
3568,1869.5664,"[7.075,0.0,0.05858462,4.0,142.7128,9.0,0.0,3.0,3.0]"
3569,1869.5664,"[8.115,1.0,0.032152786,5.0,157.3972,14.0,2.0,2.0,0.0]"
3570,1869.5664,"[10.695,1.0,0.0,1.0,156.1972,21.0,2.0,1.0,0.0]"
3571,1869.5664,"[14.7,0.0,0.020916223,11.0,141.8128,14.0,2.0,2.0,0.0]"
3572,1869.5664,"[16.0,1.0,0.065431917,4.0,76.1986,11.0,1.0,2.0,0.0]"
3573,1869.5664,"[16.0,1.0,0.172615327,1.0,154.5972,31.0,3.0,3.0,0.0]"
3574,1869.5664,"[20.85,1.0,0.056695731,10.0,104.0648,9.0,0.0,3.0,3.0]"
3575,1869.5664,"[21.1,0.0,0.010600287,2.0,233.9958,14.0,2.0,2.0,0.0]"
3576,1870.898,"[13.1,0.0,0.006087409,3.0,185.0898,9.0,0.0,3.0,3.0]"
3577,1872.2296,"[8.3,1.0,0.030274175,6.0,98.5384,9.0,0.0,3.0,3.0]"
3578,1874.8928,"[8.185,0.0,0.038729057,0.0,117.1808,21.0,2.0,1.0,0.0]"
3579,1874.8928,"[9.5,1.0,0.035222503,0.0,170.1448,16.0,1.0,2.0,0.0]"
3580,1874.8928,"[10.195,1.0,0.044974051,0.0,115.5808,14.0,2.0,2.0,0.0]"
3581,1874.8928,"[12.5,0.0,0.10402738,2.0,172.2448,11.0,1.0,2.0,0.0]"
3582,1874.8928,"[20.25,0.0,0.148163564,2.0,232.7616,19.0,0.0,1.0,0.0]"
3583,1877.556,"[5.94,1.0,0.029538509,10.0,189.4556,11.0,1.0,2.0,0.0]"
3584,1877.556,"[11.8,1.0,0.09357779,1.0,125.9704,31.0,3.0,3.0,0.0]"
3585,1877.556,"[15.6,0.0,0.037901015,1.0,124.1704,11.0,1.0,2.0,0.0]"
3586,1877.556,"[19.85,0.0,0.0,7.0,126.1704,9.0,0.0,3.0,3.0]"
3587,1880.885,"[20.7,0.0,0.0,2.0,74.3354,9.0,0.0,3.0,3.0]"
3588,1882.2166,"[11.6,1.0,0.077150004,3.0,170.2106,14.0,2.0,2.0,0.0]"
3589,1883.5482,"[15.5,1.0,0.025409912,6.0,83.2934,19.0,0.0,1.0,0.0]"
3590,1884.214,"[9.6,0.0,0.024576875,7.0,186.6214,9.0,0.0,3.0,3.0]"
3591,1884.8798,"[8.395,0.0,0.039300964,1.0,99.5042,33.0,0.0,3.0,2.0]"
3592,1884.8798,"[10.8,0.0,0.098814721,9.0,100.5042,9.0,0.0,3.0,3.0]"
3593,1884.8798,"[20.7,1.0,0.0,6.0,98.7042,11.0,1.0,2.0,0.0]"
3594,1885.5456,"[19.35,1.0,0.049395242,0.0,80.3644,33.0,0.0,3.0,2.0]"
3595,1885.5456,"[20.35,0.0,0.054011943,1.0,116.5466,31.0,3.0,3.0,0.0]"
3596,1887.543,"[8.88,0.0,0.098822387,2.0,209.627,16.0,1.0,2.0,0.0]"
3597,1887.543,"[19.7,0.0,0.038815341,11.0,124.2362,16.0,1.0,2.0,0.0]"
3598,1890.2062,"[16.7,0.0,0.022047313,4.0,110.2886,31.0,3.0,3.0,0.0]"
3599,1890.2062,"[18.7,0.0,0.03761584,0.0,109.1886,14.0,2.0,2.0,0.0]"
3600,1890.872,"[13.5,0.0,0.0,8.0,189.1872,14.0,2.0,2.0,0.0]"
3601,1890.872,"[19.0,0.0,0.129226104,2.0,190.5872,31.0,3.0,3.0,0.0]"
3602,1893.5352,"[10.5,0.0,0.048092816,11.0,159.2946,19.0,0.0,1.0,0.0]"
3603,1895.5326,"[5.655,0.0,0.174232377,8.0,146.6102,33.0,0.0,3.0,2.0]"
3604,1895.5326,"[5.655,0.0,0.174934513,8.0,145.0102,31.0,3.0,3.0,0.0]"
3605,1895.5326,"[5.655,0.0,0.175047104,8.0,146.9102,14.0,2.0,2.0,0.0]"
3606,1895.5326,"[5.78,0.0,0.014577695,8.0,147.2102,19.0,0.0,1.0,0.0]"
3607,1895.5326,"[6.46,1.0,0.049162885,0.0,146.9102,21.0,2.0,1.0,0.0]"
3608,1895.5326,"[10.895,1.0,0.03263762,3.0,147.7102,11.0,1.0,2.0,0.0]"
3609,1895.5326,"[17.5,1.0,0.007551607,4.0,145.8102,19.0,0.0,1.0,0.0]"
3610,1895.5326,"[18.5,1.0,0.045425939,4.0,144.9102,31.0,3.0,3.0,0.0]"
3611,1896.1984,"[13.3,0.0,0.021306635,6.0,119.8124,19.0,0.0,1.0,0.0]"
3612,1896.1984,"[15.0,1.0,0.077999504,9.0,238.0248,14.0,2.0,2.0,0.0]"
3613,1897.53,"[7.76,0.0,0.059594017,1.0,99.67,9.0,0.0,3.0,3.0]"
3614,1897.53,"[17.85,0.0,0.04442649,1.0,124.902,31.0,3.0,3.0,0.0]"
3615,1898.8616,"[13.3,1.0,0.071439051,0.0,61.0536,14.0,2.0,2.0,0.0]"
3616,1901.5248,"[7.51,0.0,0.103726639,1.0,110.6544,31.0,3.0,3.0,0.0]"
3617,1901.5248,"[9.695,0.0,0.113939434,7.0,160.2604,21.0,2.0,1.0,0.0]"
3618,1901.5248,"[11.1,0.0,0.176069023,6.0,156.7604,31.0,3.0,3.0,0.0]"
3619,1901.5248,"[11.1,0.0,0.176182345,6.0,158.1604,14.0,2.0,2.0,0.0]"
3620,1901.5248,"[14.3,0.0,0.026194237,3.0,79.0302,33.0,0.0,3.0,2.0]"
3621,1901.5248,"[19.2,0.0,0.123449671,5.0,89.7488,33.0,0.0,3.0,2.0]"
3622,1904.188,"[7.855,0.0,0.011261165,5.0,189.5188,21.0,2.0,1.0,0.0]"
